2300	0
10504	2
10506	1
2315	1
2328	2
10526	0
2340	1
10534	0
1757	2
2353	3
2355	2
10556	2
2372	0
2388	1
4494	2
10583	2
10584	2
2396	3
10596	0
8594	1
4499	2
10615	2
10620	1
2433	2
10627	1
2443	1
10647	3
10650	3
2459	1
2461	1
2463	2
2466	3
14065	3
10670	1
2484	0
2523	0
10718	2
10719	2
2540	0
4722	2
10743	2
2553	3
5268	3
10756	1
10767	1
2584	3
431	3
10781	2
10787	0
3164	0
10794	3
1799	0
10801	1
10802	3
2612	2
10813	0
2624	2
10822	0
4535	0
440	0
2648	3
10844	3
10846	0
10866	1
2687	3
10894	3
10898	0
5913	2
2715	0
10915	0
10924	2
10925	2
2745	3
2754	0
2763	2
10956	3
2780	2
10985	2
10994	2
366	3
5856	0
11001	0
10027	3
11029	1
11033	0
11041	2
2850	3
11056	0
2886	1
11082	2
2898	0
5945	1
11113	2
2934	1
2935	0
2939	0
2940	0
2949	2
11142	2
11143	2
2955	0
11153	3
2968	3
2973	3
2979	0
2984	2
2988	2
3000	2
11231	0
11238	1
3052	1
3054	2
3069	1
3076	0
3080	1
3089	3
3097	0
3104	0
11299	0
8287	0
3115	2
14014	1
11321	0
11345	0
11346	0
11349	1
3159	0
3179	2
3183	2
4627	2
3189	2
11416	0
11435	2
3248	2
11444	2
3259	0
3262	0
14197	0
3275	0
11486	2
11487	2
3302	1
11496	0
3326	2
3339	0
6018	1
3349	1
3354	3
3358	0
11559	2
3370	0
11573	0
11577	3
11579	0
566	2
3399	2
11599	3
11606	1
11617	3
3441	0
11653	2
11663	1
11664	1
3474	1
11672	1
3484	0
8773	3
3491	1
3502	0
3505	0
11715	3
3528	3
3532	0
3533	0
11728	3
3538	3
4755	0
11737	0
11738	0
11740	3
3549	2
3561	0
11761	0
3587	3
3589	3
3599	2
11799	2
11800	1
3622	2
3633	2
11830	3
11853	2
3669	2
3671	0
11865	0
8450	2
11890	2
11897	2
3712	1
1985	1
11913	3
3747	0
3750	2
11943	0
11948	3
11950	1
1992	2
11954	1
3773	1
3774	0
8821	2
11972	0
3782	1
1996	2
11982	2
11984	2
3793	3
3796	0
1218	0
12014	2
12016	1
12017	2
12020	2
12022	2
3842	0
2006	2
3847	2
12042	2
12043	2
12066	3
3887	0
12080	2
12087	1
4746	2
4747	2
2018	1
6115	3
12683	3
12124	3
3947	2
12154	3
11585	2
3993	2
3998	2
4005	0
4017	1
12211	0
670	3
12222	1
12234	0
12254	2
4067	2
12967	1
4076	0
10229	2
4082	0
4083	0
12277	0
4091	0
4095	3
4101	1
4116	2
12310	0
4123	2
12320	2
4131	2
4133	2
4147	0
12342	1
12358	3
3425	3
4179	3
4180	3
12377	0
12378	0
12382	0
12383	0
12394	1
12399	1
4210	0
12413	3
4226	3
4234	1
4236	0
4240	2
4245	2
12443	2
12444	2
12455	2
12461	2
4276	1
4282	3
12479	0
4250	2
12487	0
12493	2
12495	2
4304	0
12499	2
12514	2
12516	3
4335	1
4337	2
10238	2
12558	0
12565	2
12567	2
12569	3
4380	0
4390	0
4394	1
12602	3
4414	3
4416	0
11659	0
4421	3
4425	0
4428	3
13026	0
4430	3
4434	1
4436	2
4437	2
12630	0
4440	2
12636	0
12638	0
4466	0
12666	2
12670	2
12672	0
4844	2
4514	2
12688	0
12694	3
4503	1
12729	2
12732	1
12734	0
10318	1
12758	3
12766	1
12774	1
12785	3
12788	2
4599	0
4606	0
4616	0
12816	0
4630	0
12827	2
4641	3
4643	1
4653	1
4665	0
4668	2
12864	0
4675	1
4680	2
8973	0
4713	3
4723	2
12916	0
12920	3
4732	1
12930	0
12937	1
4748	2
12943	0
12947	1
12948	1
4765	1
4770	0
4775	3
8988	2
4779	1
4781	0
12976	0
12978	2
4790	2
4791	1
6979	3
2165	2
12998	1
13006	2
4817	0
4823	0
13023	0
4848	0
4855	0
4856	2
4883	3
4889	2
4911	0
4892	0
4909	0
14473	0
4928	0
13127	2
13128	1
13134	2
13137	2
13138	0
4948	3
13145	0
4958	1
4966	2
4991	3
13189	0
10532	0
5002	2
5009	2
5020	1
8544	3
13215	1
13218	1
13221	2
5040	1
5073	0
13266	0
5077	0
13273	2
13288	0
13291	3
5115	0
5119	1
5120	0
5124	3
13324	0
1507	3
13332	0
5145	3
12582	0
13345	2
5167	3
13362	2
5183	2
5188	2
5190	3
5192	0
5198	0
13398	0
13400	2
13402	0
5223	3
5763	1
5229	3
13423	3
12037	3
13133	2
5247	0
5251	3
2242	0
13460	3
13463	0
5277	1
4976	0
13477	3
13487	2
13489	3
13502	3
5314	0
4984	0
5333	0
5334	0
13528	2
13535	0
4988	0
13546	1
247	0
5358	0
13556	0
13557	1
13560	0
13562	2
895	3
13564	1
13566	0
13567	0
5392	2
4673	0
5403	0
13598	0
5409	2
13604	0
5413	2
13608	1
13611	0
13625	2
13628	1
5442	2
5444	2
3638	3
5463	3
13657	3
5479	3
5482	3
5485	0
13683	2
5497	1
13697	1
13701	2
13704	2
13705	1
5514	0
5538	2
13740	2
13741	0
5561	2
5565	0
13770	0
5579	3
13790	3
13792	3
5617	0
5629	1
3188	2
5636	1
5641	1
5655	2
13867	1
13869	2
13870	0
5681	1
13877	1
5688	2
13883	0
13884	2
5701	0
5709	3
5711	3
13906	1
9145	2
5733	3
13930	3
13933	0
13939	0
10131	1
5751	0
13947	0
5758	2
13956	0
13964	1
13967	1
5776	2
5779	2
13972	0
5789	2
5793	2
5797	0
13998	0
5821	0
5844	3
5845	3
14047	3
14053	0
5862	1
5867	2
14064	0
5873	0
14069	0
14090	1
5905	0
5912	2
2351	0
14109	2
14110	0
14117	2
14127	2
14136	2
5952	0
5955	0
5971	0
14170	1
5998	0
14192	1
2366	0
6011	0
6016	1
6027	0
14222	3
6049	2
14249	3
6069	1
14276	1
14283	2
6092	1
6095	0
14296	2
14388	3
14307	1
14315	0
4787	0
14319	0
14322	3
6132	0
6133	3
1023	3
6156	0
3751	0
5123	3
6167	0
6169	3
2394	2
14381	0
4351	0
6195	1
6196	0
2398	2
14396	1
6217	0
6225	2
6235	3
14429	3
14439	1
14461	0
14464	1
6281	3
6284	2
6289	3
6302	1
6322	2
10613	1
6346	2
6366	3
6370	2
6389	0
6401	3
6403	3
6411	3
6414	3
6442	2
7901	0
6455	0
6465	0
6469	0
6471	0
6491	2
6512	2
6513	0
6519	2
6525	1
6530	0
6531	3
1089	0
6540	0
6545	1
3822	3
6565	1
8353	1
2462	1
6592	0
6603	1
6221	3
10659	1
6633	2
10246	1
6643	3
6656	0
6676	3
6677	3
6681	2
6687	3
6696	2
6711	0
6730	0
6731	0
6739	2
6755	1
6764	1
6765	1
6803	3
6806	3
6813	3
6816	2
6820	1
6845	2
6868	3
6872	2
10703	0
10704	3
6887	0
5244	2
6891	2
6907	2
6910	3
6911	3
6964	2
6969	2
6977	0
6978	1
6988	1
6990	2
9361	2
7019	3
7021	3
7029	3
7056	0
7062	0
7099	0
7101	2
7118	1
7126	2
7142	2
7146	2
2966	3
13059	1
7171	0
7182	0
7190	0
9391	1
7205	0
9515	0
7251	0
10766	1
7254	1
7255	0
7256	0
3941	2
7265	0
1211	1
7282	3
7296	0
7300	1
6678	2
7312	2
7316	2
7317	0
9412	1
7335	1
7357	0
7358	3
7383	2
7385	0
7389	0
7390	3
7402	2
7405	2
7408	3
7444	0
8432	0
7471	0
7472	1
7485	2
7489	2
7491	2
7492	2
7497	0
7503	0
7509	2
7522	1
7560	0
2627	2
7579	1
7597	3
7599	3
7615	0
2635	1
4002	2
7650	1
7664	1
7677	3
7700	1
7709	0
7729	0
12872	1
7734	0
7735	2
7741	0
7746	0
7761	2
7768	2
7770	2
7771	2
7785	2
7793	0
7820	0
7824	2
7865	0
5408	2
7881	0
5410	2
9508	0
2682	3
7904	2
7908	1
5719	3
7915	3
7920	0
13614	1
12249	0
7987	2
7988	2
7990	2
8010	0
8053	3
8059	0
8060	0
8065	2
8066	2
8071	0
8082	0
8092	3
5445	0
3775	0
8111	2
8130	1
8137	2
8151	0
8153	2
8155	0
